sample_id,condition,fake_prob,ground_truth
ADM/518_adm_7.PNG,Original,0.062114,fake
ADM/519_adm_34.PNG,Original,0.073649,fake
ADM/519_adm_85.PNG,Original,0.098212,fake
ADM/520_adm_7.PNG,Original,0.041495,fake
ADM/520_adm_85.PNG,Original,0.095964,fake
ADM/521_adm_174.PNG,Original,0.251174,fake
ADM/521_adm_7.PNG,Original,0.070264,fake
ADM/524_adm_174.PNG,Original,0.070408,fake
ADM/524_adm_34.PNG,Original,0.086265,fake
ADM/524_adm_7.PNG,Original,0.060907,fake
ADM/525_adm_91.PNG,Original,0.106696,fake
ADM/526_adm_153.PNG,Original,0.138397,fake
ADM/526_adm_91.PNG,Original,0.097921,fake
ADM/527_adm_153.PNG,Original,0.128240,fake
ADM/528_adm_91.PNG,Original,0.709793,fake
ADM/52_adm_91.PNG,Original,0.260199,fake
ADM/532_adm_153.PNG,Original,0.070223,fake
ADM/533_adm_91.PNG,Original,0.129638,fake
ADM/534_adm_7.PNG,Original,0.096733,fake
ADM/534_adm_91.PNG,Original,0.085742,fake
ADM/535_adm_7.PNG,Original,0.036791,fake
ADM/536_adm_85.PNG,Original,0.269517,fake
ADM/536_adm_91.PNG,Original,0.113341,fake
ADM/537_adm_153.PNG,Original,0.083173,fake
ADM/537_adm_91.PNG,Original,0.070254,fake
ADM/53_adm_7.PNG,Original,0.827525,fake
ADM/541_adm_153.PNG,Original,0.047451,fake
ADM/542_adm_174.PNG,Original,0.088255,fake
ADM/542_adm_34.PNG,Original,0.089611,fake
ADM/543_adm_174.PNG,Original,0.083034,fake
ADM/543_adm_91.PNG,Original,0.061858,fake
ADM/544_adm_91.PNG,Original,0.073233,fake
ADM/545_adm_174.PNG,Original,0.019850,fake
ADM/545_adm_34.PNG,Original,0.808982,fake
ADM/545_adm_91.PNG,Original,0.777046,fake
ADM/546_adm_7.PNG,Original,0.075328,fake
ADM/546_adm_85.PNG,Original,0.623546,fake
ADM/547_adm_7.PNG,Original,0.106762,fake
ADM/552_adm_153.PNG,Original,0.237857,fake
ADM/553_adm_153.PNG,Original,0.064870,fake
ADM/553_adm_85.PNG,Original,0.104940,fake
ADM/554_adm_174.PNG,Original,0.036080,fake
ADM/555_adm_153.PNG,Original,0.103535,fake
ADM/557_adm_7.PNG,Original,0.076357,fake
ADM/559_adm_153.PNG,Original,0.066468,fake
ADM/559_adm_174.PNG,Original,0.063453,fake
ADM/559_adm_34.PNG,Original,0.065270,fake
ADM/559_adm_85.PNG,Original,0.086771,fake
ADM/559_adm_91.PNG,Original,0.056512,fake
ADM/55_adm_174.PNG,Original,0.236985,fake
ADM/55_adm_85.PNG,Original,0.990530,fake
ADM/561_adm_174.PNG,Original,0.095148,fake
ADM/561_adm_85.PNG,Original,0.061747,fake
ADM/562_adm_7.PNG,Original,0.077845,fake
ADM/563_adm_34.PNG,Original,0.265029,fake
ADM/564_adm_7.PNG,Original,0.034096,fake
ADM/566_adm_85.PNG,Original,0.473228,fake
ADM/567_adm_153.PNG,Original,0.053425,fake
ADM/568_adm_174.PNG,Original,0.122175,fake
ADM/568_adm_91.PNG,Original,0.385394,fake
ADM/569_adm_85.PNG,Original,0.078535,fake
ADM/571_adm_34.PNG,Original,0.097752,fake
ADM/571_adm_85.PNG,Original,0.050718,fake
ADM/572_adm_34.PNG,Original,0.162519,fake
ADM/574_adm_7.PNG,Original,0.882576,fake
ADM/574_adm_91.PNG,Original,0.933586,fake
ADM/575_adm_85.PNG,Original,0.117776,fake
ADM/575_adm_91.PNG,Original,0.050369,fake
ADM/576_adm_153.PNG,Original,0.319628,fake
ADM/576_adm_91.PNG,Original,0.050904,fake
ADM/577_adm_7.PNG,Original,0.411727,fake
ADM/578_adm_7.PNG,Original,0.079775,fake
ADM/578_adm_91.PNG,Original,0.240359,fake
ADM/579_adm_174.PNG,Original,0.067083,fake
ADM/579_adm_7.PNG,Original,0.177019,fake
ADM/581_adm_85.PNG,Original,0.523022,fake
ADM/583_adm_174.PNG,Original,0.160595,fake
ADM/583_adm_7.PNG,Original,0.049759,fake
ADM/583_adm_85.PNG,Original,0.088255,fake
ADM/588_adm_153.PNG,Original,0.398522,fake
ADM/588_adm_85.PNG,Original,0.063948,fake
ADM/589_adm_85.PNG,Original,0.177143,fake
ADM/58_adm_7.PNG,Original,0.250848,fake
ADM/590_adm_91.PNG,Original,0.027474,fake
ADM/591_adm_91.PNG,Original,0.066937,fake
ADM/592_adm_91.PNG,Original,0.056221,fake
ADM/593_adm_85.PNG,Original,0.086046,fake
ADM/594_adm_7.PNG,Original,0.313514,fake
ADM/595_adm_153.PNG,Original,0.144742,fake
ADM/595_adm_174.PNG,Original,0.434660,fake
ADM/595_adm_85.PNG,Original,0.349972,fake
ADM/597_adm_85.PNG,Original,0.096803,fake
ADM/598_adm_34.PNG,Original,0.039335,fake
ADM/599_adm_174.PNG,Original,0.798582,fake
ADM/59_adm_174.PNG,Original,0.664795,fake
ADM/600_adm_153.PNG,Original,0.088958,fake
ADM/600_adm_85.PNG,Original,0.459077,fake
ADM/602_adm_153.PNG,Original,0.453726,fake
